time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2),,
3.49063,9.95988,-2.06859,0.612916,,
3.50064,9.97903,-2.01113,0.612916,,
3.51064,9.99819,-1.97282,0.593762,,
3.52064,10.0365,-1.8579,0.517148,,
3.53064,10.0556,-1.8579,0.47884,,
3.54064,10.0748,-1.8579,0.459687,,
3.55065,10.0748,-1.91536,0.440533,,
3.56065,10.0748,-2.04944,0.42138,,
3.57065,10.094,-2.08774,0.402226,,
3.58065,10.0748,-2.12605,0.344765,,
3.59065,10.094,-2.12605,0.21069,,
3.60065,10.0748,-2.12605,0.172383,,
3.61066,10.0748,-2.04944,0.134075,,
3.62066,10.0748,-1.97282,0.0766145,,
3.63066,10.094,-1.91536,0.0574608,,
3.64066,10.0748,-1.83875,0.0383072,,
3.65066,10.094,-1.87705,-0.0957681,,
3.66067,10.0173,-1.95367,-0.153229,,
3.67067,9.99819,-1.99198,-0.191536,,
3.68067,10.0173,-2.01113,-0.229843,,
3.69067,9.97903,-2.01113,-0.287304,,
3.70067,9.97903,-1.97282,-0.344765,,
3.71067,9.97903,-1.95367,-0.344765,,
3.72068,9.94073,-1.95367,-0.42138,,
3.73068,9.94073,-1.93451,-0.47884,,
3.74068,9.92157,-1.93451,-0.47884,,
3.75068,9.95988,-1.93451,-0.555455,,
3.76068,9.95988,-1.87705,-0.555455,,
3.77069,9.94073,-1.8579,-0.574608,,
3.78069,9.94073,-1.83875,-0.574608,,
3.79069,9.94073,-1.81959,-0.651223,,
3.80069,9.94073,-1.8579,-0.632069,,
3.81069,9.95988,-1.89621,-0.651223,,
3.82069,9.99819,-1.91536,-0.708684,,
3.8307,10.0173,-1.91536,-0.708684,,
3.8407,9.99819,-1.93451,-0.670376,,
3.8507,10.0365,-1.91536,-0.670376,,
3.8607,10.0365,-1.89621,-0.670376,,
3.8707,10.0365,-1.8579,-0.670376,,
3.88071,10.0748,-1.80044,-0.632069,,
3.89071,10.0748,-1.80044,-0.632069,,
3.90071,10.1131,-1.76213,-0.593762,,
3.91071,10.094,-1.74298,-0.555455,,
3.92071,10.1131,-1.74298,-0.517148,,
3.93071,10.094,-1.74298,-0.47884,,
3.94072,10.1131,-1.72383,-0.459687,,
3.95072,10.0748,-1.76213,-0.363919,,
3.96072,10.094,-1.78129,-0.363919,,
3.97072,10.0748,-1.78129,-0.306458,,
3.98072,10.0556,-1.83875,-0.248997,,
3.99073,10.0748,-1.81959,-0.229843,,
4.00073,10.0365,-1.76213,-0.153229,,
4.01073,10.0556,-1.64721,-0.134075,,
4.02073,10.0365,-1.62806,-0.114922,,
4.03073,10.0556,-1.58975,-0.0574608,,
4.04073,9.99819,-1.5706,0.0574608,,
4.05074,10.0173,-1.58975,0.134075,,
4.06074,10.0365,-1.62806,0.172383,,
4.07074,10.0365,-1.62806,0.191536,,
4.08074,10.0173,-1.64721,0.21069,,
4.09074,10.0173,-1.66636,0.248997,,
4.10075,10.0173,-1.62806,0.306458,,
4.11075,10.0173,-1.6089,0.42138,,
4.12075,10.0365,-1.6089,0.42138,,
4.13075,10.0173,-1.58975,0.42138,,
4.14075,10.0365,-1.5706,0.440533,,
4.15075,10.0556,-1.55144,0.47884,,
4.16076,10.0748,-1.55144,0.517148,,
4.17076,10.0748,-1.55144,0.574608,,
4.18076,10.0748,-1.53229,0.593762,,
4.19076,10.094,-1.49398,0.612916,,
4.20076,10.0748,-1.49398,0.632069,,
4.21077,10.1131,-1.45567,0.612916,,
4.22077,10.1131,-1.51314,0.612916,,
4.23077,10.094,-1.51314,0.612916,,
4.24077,10.094,-1.51314,0.574608,,
4.25077,10.094,-1.49398,0.536301,,
4.26077,10.094,-1.45567,0.536301,,
4.27078,10.0748,-1.43652,0.536301,,
4.28078,10.0748,-1.41737,0.517148,,
4.29078,10.094,-1.41737,0.47884,,
